Test Case: H100PCIE_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  64   | 512  |  8  |  1  | 32  |   0   |  1   |   [[8, 64, 512]]   | bf16  |       1.5        |       1.52        |       1.53       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  64   | 512  | 16  |  1  | 32  |   0   |  1   |  [[16, 64, 512]]   | bf16  |       1.48       |       1.51        |       1.52       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
|  64   | 512  | 32  |  1  | 32  |   0   |  1   |  [[32, 64, 512]]   | bf16  |       1.48       |       1.51        |       1.54       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
|  128  | 512  |  1  |  1  | 32  |   0   |  1   |  [[1, 128, 512]]   | bf16  |       1.49       |       1.59        |       1.8        |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.4%      |
|  128  | 512  |  2  |  1  | 32  |   0   |  1   |  [[2, 128, 512]]   | bf16  |       1.49       |        1.5        |       1.52       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
|  128  | 512  |  4  |  1  | 32  |   0   |  1   |  [[4, 128, 512]]   | bf16  |       1.5        |       1.51        |       1.52       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  128  | 512  |  8  |  1  | 32  |   0   |  1   |  [[8, 128, 512]]   | bf16  |       1.5        |       1.52        |       1.54       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
|  128  | 512  | 16  |  1  | 32  |   0   |  1   |  [[16, 128, 512]]  | bf16  |       1.5        |       1.51        |       1.53       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
|  128  | 512  | 32  |  1  | 32  |   0   |  1   |  [[32, 128, 512]]  | bf16  |       1.48       |       1.51        |       1.54       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
|  256  | 512  |  1  |  1  | 32  |   0   |  1   |  [[1, 256, 512]]   | bf16  |       1.49       |        1.5        |       1.52       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
|  256  | 512  |  2  |  1  | 32  |   0   |  1   |  [[2, 256, 512]]   | bf16  |       1.52       |       1.54        |       1.55       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.25%     |
|  256  | 512  |  4  |  1  | 32  |   0   |  1   |  [[4, 256, 512]]   | bf16  |       1.49       |       1.52        |       1.54       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
|  256  | 512  |  8  |  1  | 32  |   0   |  1   |  [[8, 256, 512]]   | bf16  |       1.47       |       1.49        |       1.51       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    71.33%     |
|  256  | 512  | 16  |  1  | 32  |   0   |  1   |  [[16, 256, 512]]  | bf16  |       1.5        |       1.51        |       1.53       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
|  256  | 512  | 32  |  1  | 32  |   0   |  1   |  [[32, 256, 512]]  | bf16  |       1.51       |       1.51        |       1.54       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    277.77%    |
|  512  | 512  |  1  |  1  | 32  |   0   |  1   |  [[1, 512, 512]]   | bf16  |       1.49       |       1.51        |       1.54       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.59%     |
|  512  | 512  |  2  |  1  | 32  |   0   |  1   |  [[2, 512, 512]]   | bf16  |       1.51       |       1.53        |       1.55       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.72%     |
|  512  | 512  |  4  |  1  | 32  |   0   |  1   |  [[4, 512, 512]]   | bf16  |       1.49       |       1.51        |       1.53       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.37%     |
|  512  | 512  |  8  |  1  | 32  |   0   |  1   |  [[8, 512, 512]]   | bf16  |       1.49       |       1.52        |       1.55       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    140.75%    |
|  512  | 512  | 16  |  1  | 32  |   0   |  1   |  [[16, 512, 512]]  | bf16  |       1.5        |       1.52        |       1.53       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
|  512  | 512  | 32  |  1  | 32  |   0   |  1   |  [[32, 512, 512]]  | bf16  |       1.5        |       1.54        |       1.57       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 1024  | 512  |  1  |  1  | 32  |   0   |  1   |  [[1, 1024, 512]]  | bf16  |       1.5        |       1.53        |       1.55       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
| 1024  | 512  |  2  |  1  | 32  |   0   |  1   |  [[2, 1024, 512]]  | bf16  |       1.51       |       1.52        |       1.54       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.44%     |
| 1024  | 512  |  4  |  1  | 32  |   0   |  1   |  [[4, 1024, 512]]  | bf16  |       1.49       |       1.51        |       1.54       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    140.75%    |
| 1024  | 512  |  8  |  1  | 32  |   0   |  1   |  [[8, 1024, 512]]  | bf16  |       1.5        |       1.51        |       1.53       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
| 1024  | 512  | 16  |  1  | 32  |   0   |  1   | [[16, 1024, 512]]  | bf16  |       0.35       |       0.37        |       0.38       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |   2396.75%    |
| 1024  | 512  | 32  |  1  | 32  |   0   |  1   | [[32, 1024, 512]]  | bf16  |       1.49       |       1.52        |       1.53       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1125.99%    |
| 2048  | 512  |  1  |  1  | 32  |   0   |  1   |  [[1, 2048, 512]]  | bf16  |       1.5        |       1.53        |       1.57       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 2048  | 512  |  2  |  1  | 32  |   0   |  1   |  [[2, 2048, 512]]  | bf16  |       1.51       |       1.53        |       1.55       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    138.88%    |
| 2048  | 512  |  4  |  1  | 32  |   0   |  1   |  [[4, 2048, 512]]  | bf16  |       1.5        |       1.51        |       1.53       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
| 2048  | 512  |  8  |  1  | 32  |   0   |  1   |  [[8, 2048, 512]]  | bf16  |       1.49       |       1.52        |       1.55       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    562.99%    |
| 2048  | 512  | 16  |  1  | 32  |   0   |  1   | [[16, 2048, 512]]  | bf16  |       1.49       |        1.5        |       1.51       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1125.99%    |
| 2048  | 512  | 32  |  1  | 32  |   0   |  1   | [[32, 2048, 512]]  | bf16  |       1.47       |        1.5        |       1.52       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2282.61%    |
| 4096  | 512  |  1  |  1  | 32  |   0   |  1   |  [[1, 4096, 512]]  | bf16  |       1.47       |        1.5        |       1.53       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    142.66%    |
| 4096  | 512  |  2  |  1  | 32  |   0   |  1   |  [[2, 4096, 512]]  | bf16  |       1.49       |       1.52        |       1.55       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    281.5%     |
| 4096  | 512  |  4  |  1  | 32  |   0   |  1   |  [[4, 4096, 512]]  | bf16  |       1.49       |        1.5        |       1.52       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    562.99%    |
| 4096  | 512  |  8  |  1  | 32  |   0   |  1   |  [[8, 4096, 512]]  | bf16  |       1.14       |       1.45        |       1.55       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1471.69%    |
| 4096  | 512  | 16  |  1  | 32  |   0   |  1   | [[16, 4096, 512]]  | bf16  |       1.5        |       1.51        |       1.52       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2236.96%    |
| 4096  | 512  | 32  |  1  | 32  |   0   |  1   | [[32, 4096, 512]]  | bf16  |       1.5        |       1.53        |       1.62       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4473.92%    |
|  32   | 768  |  1  |  1  | 32  |   0   |  1   |   [[1, 32, 768]]   | bf16  |       1.48       |        1.5        |       1.53       |        2.03        | 0.00e+00 | 2.46e+04 |        0%        |     1.66%     |
|  32   | 768  |  2  |  1  | 32  |   0   |  1   |   [[2, 32, 768]]   | bf16  |       1.49       |       1.51        |       1.52       |        2.06        | 0.00e+00 | 4.92e+04 |        0%        |     3.3%      |
|  32   | 768  |  4  |  1  | 32  |   0   |  1   |   [[4, 32, 768]]   | bf16  |       1.5        |       1.53        |       1.58       |        2.12        | 0.00e+00 | 9.83e+04 |        0%        |     6.55%     |
|  32   | 768  |  8  |  1  | 32  |   0   |  1   |   [[8, 32, 768]]   | bf16  |       1.49       |        1.5        |       1.52       |        2.25        | 0.00e+00 | 1.97e+05 |        0%        |     13.2%     |
|  32   | 768  | 16  |  1  | 32  |   0   |  1   |  [[16, 32, 768]]   | bf16  |       1.51       |       1.52        |       1.55       |        2.49        | 0.00e+00 | 3.93e+05 |        0%        |    26.04%     |
|  32   | 768  | 32  |  1  | 32  |   0   |  1   |  [[32, 32, 768]]   | bf16  |       1.16       |       1.31        |       1.47       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |     67.8%     |
|  64   | 768  |  1  |  1  | 32  |   0   |  1   |   [[1, 64, 768]]   | bf16  |       0.34       |       0.36        |       0.38       |        2.06        | 0.00e+00 | 4.92e+04 |        0%        |    14.46%     |
|  64   | 768  |  2  |  1  | 32  |   0   |  1   |   [[2, 64, 768]]   | bf16  |       1.49       |       1.52        |       1.54       |        2.12        | 0.00e+00 | 9.83e+04 |        0%        |     6.6%      |
|  64   | 768  |  4  |  1  | 32  |   0   |  1   |   [[4, 64, 768]]   | bf16  |       1.5        |       1.52        |       1.57       |        2.25        | 0.00e+00 | 1.97e+05 |        0%        |    13.11%     |
|  64   | 768  |  8  |  1  | 32  |   0   |  1   |   [[8, 64, 768]]   | bf16  |       1.5        |       1.52        |       1.55       |        2.49        | 0.00e+00 | 3.93e+05 |        0%        |    26.21%     |
|  64   | 768  | 16  |  1  | 32  |   0   |  1   |  [[16, 64, 768]]   | bf16  |       1.5        |       1.51        |       1.53       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    52.43%     |
|  64   | 768  | 32  |  1  | 32  |   0   |  1   |  [[32, 64, 768]]   | bf16  |       1.5        |       1.54        |       1.62       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    104.86%    |
|  128  | 768  |  1  |  1  | 32  |   0   |  1   |  [[1, 128, 768]]   | bf16  |       1.49       |       1.52        |       1.6        |        2.12        | 0.00e+00 | 9.83e+04 |        0%        |     6.6%      |
|  128  | 768  |  2  |  1  | 32  |   0   |  1   |  [[2, 128, 768]]   | bf16  |       1.5        |       1.51        |       1.53       |        2.25        | 0.00e+00 | 1.97e+05 |        0%        |    13.11%     |
|  128  | 768  |  4  |  1  | 32  |   0   |  1   |  [[4, 128, 768]]   | bf16  |       1.51       |       1.52        |       1.55       |        2.49        | 0.00e+00 | 3.93e+05 |        0%        |    26.04%     |
|  128  | 768  |  8  |  1  | 32  |   0   |  1   |  [[8, 128, 768]]   | bf16  |       1.5        |       1.51        |       1.52       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    52.43%     |
|  128  | 768  | 16  |  1  | 32  |   0   |  1   |  [[16, 128, 768]]  | bf16  |       1.5        |       1.53        |       1.56       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    104.86%    |
|  128  | 768  | 32  |  1  | 32  |   0   |  1   |  [[32, 128, 768]]  | bf16  |       1.44       |       1.47        |       1.49       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    218.45%    |
|  256  | 768  |  1  |  1  | 32  |   0   |  1   |  [[1, 256, 768]]   | bf16  |       1.53       |       1.55        |       1.63       |        2.25        | 0.00e+00 | 1.97e+05 |        0%        |    12.85%     |
|  256  | 768  |  2  |  1  | 32  |   0   |  1   |  [[2, 256, 768]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.49        | 0.00e+00 | 3.93e+05 |        0%        |    26.39%     |
|  256  | 768  |  4  |  1  | 32  |   0   |  1   |  [[4, 256, 768]]   | bf16  |       1.48       |       1.51        |       1.53       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    53.14%     |
|  256  | 768  |  8  |  1  | 32  |   0   |  1   |  [[8, 256, 768]]   | bf16  |       1.48       |       1.51        |       1.53       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    106.27%    |
|  256  | 768  | 16  |  1  | 32  |   0   |  1   |  [[16, 256, 768]]  | bf16  |       1.49       |       1.51        |       1.52       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    211.12%    |
|  256  | 768  | 32  |  1  | 32  |   0   |  1   |  [[32, 256, 768]]  | bf16  |       1.5        |        1.5        |       1.51       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    419.43%    |
|  512  | 768  |  1  |  1  | 32  |   0   |  1   |  [[1, 512, 768]]   | bf16  |       1.48       |       1.51        |       1.54       |        2.49        | 0.00e+00 | 3.93e+05 |        0%        |    26.57%     |
|  512  | 768  |  2  |  1  | 32  |   0   |  1   |  [[2, 512, 768]]   | bf16  |       1.46       |        1.5        |       1.53       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    53.87%     |
|  512  | 768  |  4  |  1  | 32  |   0   |  1   |  [[4, 512, 768]]   | bf16  |       1.48       |       1.51        |       1.54       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    106.27%    |
|  512  | 768  |  8  |  1  | 32  |   0   |  1   |  [[8, 512, 768]]   | bf16  |       1.49       |       1.51        |       1.53       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    211.12%    |
|  512  | 768  | 16  |  1  | 32  |   0   |  1   |  [[16, 512, 768]]  | bf16  |       1.49       |       1.51        |       1.55       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    422.25%    |
|  512  | 768  | 32  |  1  | 32  |   0   |  1   |  [[32, 512, 768]]  | bf16  |       1.48       |       1.51        |       1.55       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    850.2%     |
| 1024  | 768  |  1  |  1  | 32  |   0   |  1   |  [[1, 1024, 768]]  | bf16  |       1.5        |       1.52        |       1.52       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    52.43%     |
| 1024  | 768  |  2  |  1  | 32  |   0   |  1   |  [[2, 1024, 768]]  | bf16  |       1.52       |       1.54        |       1.58       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    103.48%    |
| 1024  | 768  |  4  |  1  | 32  |   0   |  1   |  [[4, 1024, 768]]  | bf16  |       1.48       |       1.51        |       1.54       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    212.55%    |
| 1024  | 768  |  8  |  1  | 32  |   0   |  1   |  [[8, 1024, 768]]  | bf16  |       1.49       |       1.52        |       1.55       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    422.25%    |
| 1024  | 768  | 16  |  1  | 32  |   0   |  1   | [[16, 1024, 768]]  | bf16  |       1.49       |       1.51        |       1.52       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    844.49%    |
| 1024  | 768  | 32  |  1  | 32  |   0   |  1   | [[32, 1024, 768]]  | bf16  |       1.48       |       1.51        |       1.54       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |   1700.39%    |
| 2048  | 768  |  1  |  1  | 32  |   0   |  1   |  [[1, 2048, 768]]  | bf16  |       1.49       |       1.51        |       1.54       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    105.56%    |
| 2048  | 768  |  2  |  1  | 32  |   0   |  1   |  [[2, 2048, 768]]  | bf16  |       1.47       |        1.5        |       1.56       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    214.0%     |
