Test Case: L40S_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
| 1024  | 768  |  2  |  1  |  8  |   0   |  1   |  [[2, 1024, 768]]  | bf16  |       1.44       |       1.48        |       1.51       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    252.84%    |
| 1024  | 768  |  4  |  1  |  8  |   0   |  1   |  [[4, 1024, 768]]  | bf16  |       1.39       |       1.46        |       1.5        |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    523.87%    |
| 1024  | 768  |  8  |  1  |  8  |   0   |  1   |  [[8, 1024, 768]]  | bf16  |       1.45       |       1.48        |       1.52       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |   1004.38%    |
| 1024  | 768  | 16  |  1  |  8  |   0   |  1   | [[16, 1024, 768]]  | bf16  |       1.46       |        1.5        |       1.58       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   1995.01%    |
| 1024  | 768  | 32  |  1  |  8  |   0   |  1   | [[32, 1024, 768]]  | bf16  |       1.45       |        1.5        |       1.55       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |   4017.53%    |
| 2048  | 768  |  1  |  1  |  8  |   0   |  1   |  [[1, 2048, 768]]  | bf16  |       1.44       |       1.52        |       1.6        |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    252.84%    |
| 2048  | 768  |  2  |  1  |  8  |   0   |  1   |  [[2, 2048, 768]]  | bf16  |       1.43       |       1.48        |       1.5        |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    509.22%    |
| 2048  | 768  |  4  |  1  |  8  |   0   |  1   |  [[4, 2048, 768]]  | bf16  |       1.48       |       1.53        |       1.58       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |    984.02%    |
| 2048  | 768  |  8  |  1  |  8  |   0   |  1   |  [[8, 2048, 768]]  | bf16  |       1.45       |       1.52        |       1.58       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   2008.77%    |
| 2048  | 768  | 16  |  1  |  8  |   0   |  1   | [[16, 2048, 768]]  | bf16  |       1.5        |       1.67        |       2.22       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |   3883.61%    |
| 2048  | 768  | 32  |  1  |  8  |   0   |  1   | [[32, 2048, 768]]  | bf16  |       1.46       |        1.5        |       1.57       |       147.64       | 0.00e+00 | 5.03e+07 |        0%        |   7980.03%    |
| 4096  | 768  |  1  |  1  |  8  |   0   |  1   |  [[1, 4096, 768]]  | bf16  |       1.44       |        1.5        |       1.6        |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    505.68%    |
| 4096  | 768  |  2  |  1  |  8  |   0   |  1   |  [[2, 4096, 768]]  | bf16  |       1.44       |       1.47        |       1.52       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |   1011.36%    |
| 4096  | 768  |  4  |  1  |  8  |   0   |  1   |  [[4, 4096, 768]]  | bf16  |       1.43       |       1.45        |       1.48       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   2036.86%    |
| 4096  | 768  |  8  |  1  |  8  |   0   |  1   |  [[8, 4096, 768]]  | bf16  |       1.44       |       1.48        |       1.52       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |   4045.43%    |
| 4096  | 768  | 16  |  1  |  8  |   0   |  1   | [[16, 4096, 768]]  | bf16  |       1.47       |       1.51        |       1.58       |       147.64       | 0.00e+00 | 5.03e+07 |        0%        |   7925.74%    |
| 4096  | 768  | 32  |  1  |  8  |   0   |  1   | [[32, 4096, 768]]  | bf16  |       1.45       |       1.48        |       1.52       |       293.27       | 0.00e+00 | 1.01e+08 |        0%        |   16070.13%   |
|  32   | 2048 |  1  |  1  |  8  |   0   |  1   |  [[1, 32, 2048]]   | bf16  |       1.46       |       1.51        |       1.55       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.39%     |
|  32   | 2048 |  2  |  1  |  8  |   0   |  1   |  [[2, 32, 2048]]   | bf16  |       1.47       |        1.5        |       1.54       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    20.64%     |
|  32   | 2048 |  4  |  1  |  8  |   0   |  1   |  [[4, 32, 2048]]   | bf16  |       1.44       |       1.48        |       1.52       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    42.14%     |
|  32   | 2048 |  8  |  1  |  8  |   0   |  1   |  [[8, 32, 2048]]   | bf16  |       1.42       |       1.49        |       1.56       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    85.47%     |
|  32   | 2048 | 16  |  1  |  8  |   0   |  1   |  [[16, 32, 2048]]  | bf16  |       1.44       |       1.47        |       1.51       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    168.56%    |
|  32   | 2048 | 32  |  1  |  8  |   0   |  1   |  [[32, 32, 2048]]  | bf16  |       1.43       |       1.47        |       1.53       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    339.48%    |
|  64   | 2048 |  1  |  1  |  8  |   0   |  1   |  [[1, 64, 2048]]   | bf16  |       1.41       |       1.47        |       1.53       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    21.52%     |
|  64   | 2048 |  2  |  1  |  8  |   0   |  1   |  [[2, 64, 2048]]   | bf16  |       1.45       |       1.49        |       1.54       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    41.85%     |
|  64   | 2048 |  4  |  1  |  8  |   0   |  1   |  [[4, 64, 2048]]   | bf16  |       1.45       |       1.48        |       1.51       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |     83.7%     |
|  64   | 2048 |  8  |  1  |  8  |   0   |  1   |  [[8, 64, 2048]]   | bf16  |       1.4        |       1.46        |       1.5        |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    173.38%    |
|  64   | 2048 | 16  |  1  |  8  |   0   |  1   |  [[16, 64, 2048]]  | bf16  |       1.47       |       1.51        |       1.59       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    330.24%    |
|  64   | 2048 | 32  |  1  |  8  |   0   |  1   |  [[32, 64, 2048]]  | bf16  |       1.43       |       1.45        |       1.49       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    678.95%    |
|  128  | 2048 |  1  |  1  |  8  |   0   |  1   |  [[1, 128, 2048]]  | bf16  |       1.43       |        1.5        |       1.54       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    42.43%     |
|  128  | 2048 |  2  |  1  |  8  |   0   |  1   |  [[2, 128, 2048]]  | bf16  |       1.41       |       1.45        |       1.47       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    86.07%     |
|  128  | 2048 |  4  |  1  |  8  |   0   |  1   |  [[4, 128, 2048]]  | bf16  |       1.47       |        1.5        |       1.54       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    165.12%    |
|  128  | 2048 |  8  |  1  |  8  |   0   |  1   |  [[8, 128, 2048]]  | bf16  |       1.45       |       1.47        |       1.5        |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    334.79%    |
|  128  | 2048 | 16  |  1  |  8  |   0   |  1   | [[16, 128, 2048]]  | bf16  |       1.42       |       1.49        |       1.51       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    683.74%    |
|  128  | 2048 | 32  |  1  |  8  |   0   |  1   | [[32, 128, 2048]]  | bf16  |       1.42       |       1.47        |       1.53       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1367.47%    |
|  256  | 2048 |  1  |  1  |  8  |   0   |  1   |  [[1, 256, 2048]]  | bf16  |       1.48       |       1.49        |       1.53       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |     82.0%     |
|  256  | 2048 |  2  |  1  |  8  |   0   |  1   |  [[2, 256, 2048]]  | bf16  |       1.47       |        1.5        |       1.54       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    165.12%    |
|  256  | 2048 |  4  |  1  |  8  |   0   |  1   |  [[4, 256, 2048]]  | bf16  |       1.45       |       1.49        |       1.52       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    334.79%    |
|  256  | 2048 |  8  |  1  |  8  |   0   |  1   |  [[8, 256, 2048]]  | bf16  |       1.47       |        1.5        |       1.54       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    660.48%    |
|  256  | 2048 | 16  |  1  |  8  |   0   |  1   | [[16, 256, 2048]]  | bf16  |       1.42       |       1.47        |       1.49       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1367.47%    |
|  256  | 2048 | 32  |  1  |  8  |   0   |  1   | [[32, 256, 2048]]  | bf16  |       1.42       |       1.47        |       1.52       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2734.94%    |
|  512  | 2048 |  1  |  1  |  8  |   0   |  1   |  [[1, 512, 2048]]  | bf16  |       1.49       |       1.51        |       1.54       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    162.9%     |
|  512  | 2048 |  2  |  1  |  8  |   0   |  1   |  [[2, 512, 2048]]  | bf16  |       1.45       |       1.48        |       1.51       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    334.79%    |
|  512  | 2048 |  4  |  1  |  8  |   0   |  1   |  [[4, 512, 2048]]  | bf16  |       1.48       |       1.51        |       1.56       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    656.02%    |
|  512  | 2048 |  8  |  1  |  8  |   0   |  1   |  [[8, 512, 2048]]  | bf16  |       1.39       |       1.45        |       1.48       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1396.98%    |
|  512  | 2048 | 16  |  1  |  8  |   0   |  1   | [[16, 512, 2048]]  | bf16  |       1.46       |       1.51        |       1.67       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2660.01%    |
|  512  | 2048 | 32  |  1  |  8  |   0   |  1   | [[32, 512, 2048]]  | bf16  |       1.43       |       1.45        |       1.48       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5431.63%    |
| 1024  | 2048 |  1  |  1  |  8  |   0   |  1   | [[1, 1024, 2048]]  | bf16  |       1.47       |       1.49        |       1.54       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    330.24%    |
| 1024  | 2048 |  2  |  1  |  8  |   0   |  1   | [[2, 1024, 2048]]  | bf16  |       1.44       |       1.49        |       1.59       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    674.24%    |
| 1024  | 2048 |  4  |  1  |  8  |   0   |  1   | [[4, 1024, 2048]]  | bf16  |       1.42       |        1.5        |       1.65       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1367.47%    |
| 1024  | 2048 |  8  |  1  |  8  |   0   |  1   | [[8, 1024, 2048]]  | bf16  |       1.44       |       1.48        |       1.5        |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2696.95%    |
| 1024  | 2048 | 16  |  1  |  8  |   0   |  1   | [[16, 1024, 2048]] | bf16  |       1.46       |       1.48        |       1.51       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5320.02%    |
| 1024  | 2048 | 32  |  1  |  8  |   0   |  1   | [[32, 1024, 2048]] | bf16  |       1.44       |       1.51        |       1.57       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   10787.82%   |
| 2048  | 2048 |  1  |  1  |  8  |   0   |  1   | [[1, 2048, 2048]]  | bf16  |       1.46       |       1.49        |       1.53       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    665.0%     |
| 2048  | 2048 |  2  |  1  |  8  |   0   |  1   | [[2, 2048, 2048]]  | bf16  |       1.48       |        1.5        |       1.53       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1312.03%    |
| 2048  | 2048 |  4  |  1  |  8  |   0   |  1   | [[4, 2048, 2048]]  | bf16  |       1.46       |       1.51        |       1.55       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2660.01%    |
| 2048  | 2048 |  8  |  1  |  8  |   0   |  1   | [[8, 2048, 2048]]  | bf16  |       1.42       |       1.47        |       1.52       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5469.88%    |
| 2048  | 2048 | 16  |  1  |  8  |   0   |  1   | [[16, 2048, 2048]] | bf16  |       1.45       |       1.48        |       1.54       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   10713.42%   |
| 2048  | 2048 | 32  |  1  |  8  |   0   |  1   | [[32, 2048, 2048]] | bf16  |       1.43       |       1.46        |       1.51       |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   21726.52%   |
| 4096  | 2048 |  1  |  1  |  8  |   0   |  1   | [[1, 4096, 2048]]  | bf16  |       1.47       |       1.49        |       1.55       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1320.96%    |
| 4096  | 2048 |  2  |  1  |  8  |   0   |  1   | [[2, 4096, 2048]]  | bf16  |       1.45       |       1.56        |       1.79       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2678.36%    |
| 4096  | 2048 |  4  |  1  |  8  |   0   |  1   | [[4, 4096, 2048]]  | bf16  |       1.45       |       1.49        |       1.54       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5356.71%    |
| 4096  | 2048 |  8  |  1  |  8  |   0   |  1   | [[8, 4096, 2048]]  | bf16  |       1.44       |       1.48        |       1.54       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   10787.82%   |
| 4096  | 2048 | 16  |  1  |  8  |   0   |  1   | [[16, 4096, 2048]] | bf16  |       1.41       |       1.47        |       1.5        |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   22034.69%   |
| 4096  | 2048 | 32  |  1  |  8  |   0   |  1   | [[32, 4096, 2048]] | bf16  |       1.42       |       1.46        |       1.51       |       778.72       | 0.00e+00 | 2.68e+08 |        0%        |   43759.04%   |
|  32   | 3072 |  1  |  1  |  8  |   0   |  1   |  [[1, 32, 3072]]   | bf16  |       1.45       |       1.48        |       1.5        |        2.28        | 0.00e+00 | 9.83e+04 |        0%        |    15.69%     |
|  32   | 3072 |  2  |  1  |  8  |   0   |  1   |  [[2, 32, 3072]]   | bf16  |       1.47       |       1.52        |       1.62       |        2.57        | 0.00e+00 | 1.97e+05 |        0%        |    30.96%     |
|  32   | 3072 |  4  |  1  |  8  |   0   |  1   |  [[4, 32, 3072]]   | bf16  |       1.43       |       1.47        |       1.53       |        3.14        | 0.00e+00 | 3.93e+05 |        0%        |    63.65%     |
|  32   | 3072 |  8  |  1  |  8  |   0   |  1   |  [[8, 32, 3072]]   | bf16  |       1.45       |       1.48        |       1.51       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    125.55%    |
|  32   | 3072 | 16  |  1  |  8  |   0   |  1   |  [[16, 32, 3072]]  | bf16  |       1.44       |       1.48        |       1.56       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    252.84%    |
|  32   | 3072 | 32  |  1  |  8  |   0   |  1   |  [[32, 32, 3072]]  | bf16  |       1.47       |       1.49        |       1.5        |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    495.36%    |
|  64   | 3072 |  1  |  1  |  8  |   0   |  1   |  [[1, 64, 3072]]   | bf16  |       1.47       |       1.51        |       1.59       |        2.57        | 0.00e+00 | 1.97e+05 |        0%        |    30.96%     |
|  64   | 3072 |  2  |  1  |  8  |   0   |  1   |  [[2, 64, 3072]]   | bf16  |       1.43       |       1.47        |       1.51       |        3.14        | 0.00e+00 | 3.93e+05 |        0%        |    63.65%     |
|  64   | 3072 |  4  |  1  |  8  |   0   |  1   |  [[4, 64, 3072]]   | bf16  |       1.46       |       1.49        |       1.51       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    124.69%    |
|  64   | 3072 |  8  |  1  |  8  |   0   |  1   |  [[8, 64, 3072]]   | bf16  |       1.44       |        1.5        |       1.55       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    252.84%    |
|  64   | 3072 | 16  |  1  |  8  |   0   |  1   |  [[16, 64, 3072]]  | bf16  |       1.44       |       1.49        |       1.54       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    505.68%    |
|  64   | 3072 | 32  |  1  |  8  |   0   |  1   |  [[32, 64, 3072]]  | bf16  |       1.48       |        1.5        |       1.52       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |    984.02%    |
